file_path,team1,team2,date
dt\csv1\64814.csv,New Zealand,India,2002-12-29
dt\csv1\64815.csv,India,New Zealand,2003-01-01
dt\csv1\64816.csv,India,New Zealand,2003-01-04
dt\csv1\64817.csv,New Zealand,India,2003-01-08
dt\csv1\64819.csv,India,New Zealand,2003-01-14
dt\csv1\64820.csv,Australia,West Indies,2003-05-17
dt\csv1\64825.csv,Australia,West Indies,2003-05-30
dt\csv1\64826.csv,Australia,West Indies,2003-06-01
dt\csv1\64827.csv,Sri Lanka,West Indies,2003-06-07
dt\csv1\64829.csv,Sri Lanka,West Indies,2003-06-11
dt\csv1\64830.csv,Bangladesh,Australia,2003-08-02
dt\csv1\64831.csv,Bangladesh,Australia,2003-08-03
dt\csv1\64832.csv,Australia,Bangladesh,2003-08-06
dt\csv1\64833.csv,Pakistan,Bangladesh,2003-09-09
dt\csv1\64836.csv,Bangladesh,Pakistan,2003-09-18
dt\csv1\64837.csv,Pakistan,Bangladesh,2003-09-21
dt\csv1\64838.csv,Pakistan,South Africa,2003-10-03
dt\csv1\64839.csv,Pakistan,South Africa,2003-10-05
dt\csv1\64840.csv,Pakistan,South Africa,2003-10-07
dt\csv1\64841.csv,Pakistan,South Africa,2003-10-10
dt\csv1\64842.csv,Pakistan,South Africa,2003-10-12
dt\csv1\64843.csv,Bangladesh,England,2003-11-07
dt\csv1\64844.csv,Bangladesh,England,2003-11-10
dt\csv1\64845.csv,Bangladesh,England,2003-11-12
dt\csv1\64846.csv,England,Sri Lanka,2003-11-18
dt\csv1\64848.csv,West Indies,Zimbabwe,2003-11-23
dt\csv1\64849.csv,Zimbabwe,West Indies,2003-11-26
dt\csv1\64850.csv,New Zealand,Pakistan,2003-11-29
dt\csv1\64851.csv,West Indies,Zimbabwe,2003-11-29
dt\csv1\64852.csv,Zimbabwe,West Indies,2003-11-30
dt\csv1\64853.csv,Pakistan,New Zealand,2003-12-01
dt\csv1\64855.csv,New Zealand,Pakistan,2003-12-05
dt\csv1\64857.csv,Pakistan,New Zealand,2004-01-03
dt\csv1\64862.csv,South Africa,West Indies,2004-01-25
dt\csv1\64864.csv,West Indies,South Africa,2004-01-30
dt\csv1\64865.csv,South Africa,West Indies,2004-02-01
dt\csv1\64870.csv,Australia,Sri Lanka,2004-02-20
dt\csv1\64871.csv,Sri Lanka,Australia,2004-02-22
dt\csv1\64872.csv,South Africa,New Zealand,2004-02-25
dt\csv1\64874.csv,Australia,Sri Lanka,2004-02-27
dt\csv1\64881.csv,Bangladesh,Zimbabwe,2004-03-14
dt\csv1\64882.csv,Pakistan,India,2004-03-16
dt\csv1\64883.csv,India,Pakistan,2004-03-19
dt\csv1\64884.csv,Pakistan,India,2004-03-21
dt\csv1\64885.csv,India,Pakistan,2004-03-24
dt\csv1\64887.csv,Zimbabwe,Sri Lanka,2004-04-20
dt\csv1\64889.csv,West Indies,England,2004-04-24
dt\csv1\64891.csv,Sri Lanka,Zimbabwe,2004-04-27
dt\csv1\64894.csv,England,West Indies,2004-05-02
dt\csv1\64896.csv,Bangladesh,West Indies,2004-05-15
dt\csv1\64897.csv,West Indies,Bangladesh,2004-05-16
dt\csv1\64898.csv,Bangladesh,West Indies,2004-05-19
dt\csv1\64899.csv,Zimbabwe,Australia,2004-05-25
dt\csv1\64900.csv,Australia,Zimbabwe,2004-05-27
dt\csv1\64901.csv,Zimbabwe,Australia,2004-05-29
dt\csv1\64905.csv,South Africa,Sri Lanka,2004-08-28
dt\csv1\64906.csv,Sri Lanka,South Africa,2004-08-31
dt\csv1\64907.csv,New Zealand,Bangladesh,2004-11-02
dt\csv1\64910.csv,Zimbabwe,England,2004-11-28
dt\csv1\64911.csv,England,Zimbabwe,2004-12-01
dt\csv1\64913.csv,England,Zimbabwe,2004-12-05
dt\csv1\64914.csv,India,Bangladesh,2004-12-23
dt\csv1\64917.csv,India,Bangladesh,2004-12-27
dt\csv1\64919.csv,Zimbabwe,Bangladesh,2005-01-24
dt\csv1\64922.csv,South Africa,England,2005-01-30
dt\csv1\64923.csv,Zimbabwe,Bangladesh,2005-01-31
dt\csv1\64924.csv,England,South Africa,2005-02-02
dt\csv1\64925.csv,England,South Africa,2005-02-04
dt\csv1\64926.csv,South Africa,England,2005-02-06
dt\csv1\64927.csv,South Africa,England,2005-02-09
dt\csv1\64928.csv,South Africa,England,2005-02-11
dt\csv1\64929.csv,England,South Africa,2005-02-13
dt\csv1\64932.csv,South Africa,Zimbabwe,2005-02-25
dt\csv1\64933.csv,Australia,New Zealand,2005-02-26
dt\csv1\64934.csv,South Africa,Zimbabwe,2005-02-27
dt\csv1\64935.csv,New Zealand,Australia,2005-03-01
dt\csv1\64936.csv,Zimbabwe,South Africa,2005-03-02
dt\csv1\64939.csv,India,Pakistan,2005-04-05
dt\csv1\64941.csv,India,Pakistan,2005-04-12
dt\csv1\64942.csv,India,Pakistan,2005-04-15
dt\csv1\64943.csv,Pakistan,India,2005-04-17
dt\csv1\65029.csv,England,Pakistan,2003-06-17
dt\csv1\65030.csv,Pakistan,England,2003-06-20
dt\csv1\65031.csv,Pakistan,England,2003-06-22
dt\csv1\65032.csv,India,England,2004-09-01
dt\csv1\65033.csv,England,India,2004-09-03
dt\csv1\65034.csv,India,England,2004-09-05
dt\csv1\65235.csv,West Indies,South Africa,2003-02-09
dt\csv1\65236.csv,Zimbabwe,Namibia,2003-02-10
dt\csv1\65237.csv,Sri Lanka,New Zealand,2003-02-10
dt\csv1\65238.csv,Australia,Pakistan,2003-02-11
dt\csv1\65239.csv,Canada,Bangladesh,2003-02-11
dt\csv1\65240.csv,Kenya,South Africa,2003-02-12
dt\csv1\65241.csv,India,Netherlands,2003-02-12
dt\csv1\65242.csv,New Zealand,West Indies,2003-02-13
dt\csv1\65244.csv,India,Australia,2003-02-15
dt\csv1\65245.csv,Canada,Kenya,2003-02-15
dt\csv1\65246.csv,Netherlands,England,2003-02-16
dt\csv1\65247.csv,Pakistan,Namibia,2003-02-16
dt\csv1\65248.csv,South Africa,New Zealand,2003-02-16
dt\csv1\65249.csv,West Indies,Bangladesh,2003-02-18
dt\csv1\65250.csv,India,Zimbabwe,2003-02-19
dt\csv1\65251.csv,Canada,Sri Lanka,2003-02-19
dt\csv1\65252.csv,England,Namibia,2003-02-19
dt\csv1\65254.csv,Bangladesh,South Africa,2003-02-22
dt\csv1\65255.csv,England,Pakistan,2003-02-22
dt\csv1\65256.csv,Canada,West Indies,2003-02-23
dt\csv1\65257.csv,India,Namibia,2003-02-23
dt\csv1\65258.csv,Kenya,Sri Lanka,2003-02-24
dt\csv1\65259.csv,Zimbabwe,Australia,2003-02-24
dt\csv1\65260.csv,Pakistan,Netherlands,2003-02-25
dt\csv1\65261.csv,Bangladesh,New Zealand,2003-02-26
dt\csv1\65262.csv,India,England,2003-02-26
dt\csv1\65263.csv,Australia,Namibia,2003-02-27
dt\csv1\65264.csv,South Africa,Canada,2003-02-27
dt\csv1\65265.csv,Zimbabwe,Netherlands,2003-02-28
dt\csv1\65266.csv,Sri Lanka,West Indies,2003-02-28
dt\csv1\65267.csv,Kenya,Bangladesh,2003-03-01
dt\csv1\65268.csv,Pakistan,India,2003-03-01
dt\csv1\65269.csv,England,Australia,2003-03-02
dt\csv1\65270.csv,Canada,New Zealand,2003-03-03
dt\csv1\65271.csv,Netherlands,Namibia,2003-03-03
dt\csv1\65272.csv,Sri Lanka,South Africa,2003-03-03
dt\csv1\65273.csv,Pakistan,Zimbabwe,2003-03-04
dt\csv1\65275.csv,Australia,Sri Lanka,2003-03-07
dt\csv1\65276.csv,Kenya,India,2003-03-07
dt\csv1\65277.csv,Zimbabwe,New Zealand,2003-03-08
dt\csv1\65278.csv,India,Sri Lanka,2003-03-10
dt\csv1\65279.csv,Australia,New Zealand,2003-03-11
dt\csv1\65280.csv,Zimbabwe,Kenya,2003-03-12
dt\csv1\65281.csv,New Zealand,India,2003-03-14
dt\csv1\65282.csv,Sri Lanka,Zimbabwe,2003-03-15
dt\csv1\65283.csv,Kenya,Australia,2003-03-15
dt\csv1\65284.csv,Australia,Sri Lanka,2003-03-18
dt\csv1\65285.csv,India,Kenya,2003-03-20
dt\csv1\65286.csv,Australia,India,2003-03-23
dt\csv1\65634.csv,Sri Lanka,Australia,2003-01-09
dt\csv1\65635.csv,Australia,England,2003-01-11
dt\csv1\65636.csv,Sri Lanka,England,2003-01-13
dt\csv1\65637.csv,Sri Lanka,Australia,2003-01-15
dt\csv1\65638.csv,England,Sri Lanka,2003-01-17
dt\csv1\65639.csv,England,Australia,2003-01-19
dt\csv1\65640.csv,Sri Lanka,Australia,2003-01-21
dt\csv1\65641.csv,England,Australia,2003-01-23
dt\csv1\65642.csv,Australia,England,2003-01-25
dt\csv1\65643.csv,Australia,India,2004-01-09
dt\csv1\65644.csv,Australia,Zimbabwe,2004-01-11
dt\csv1\65645.csv,Zimbabwe,India,2004-01-14
dt\csv1\65646.csv,Australia,Zimbabwe,2004-01-16
dt\csv1\65647.csv,India,Australia,2004-01-18
dt\csv1\65648.csv,India,Zimbabwe,2004-01-20
dt\csv1\65649.csv,India,Australia,2004-01-22
dt\csv1\65652.csv,Australia,Zimbabwe,2004-01-29
dt\csv1\65653.csv,India,Australia,2004-02-01
dt\csv1\65655.csv,India,Australia,2004-02-06
dt\csv1\65656.csv,Australia,India,2004-02-08
dt\csv1\65659.csv,West Indies,Pakistan,2005-01-19
dt\csv1\65660.csv,West Indies,Australia,2005-01-21
dt\csv1\65661.csv,Pakistan,Australia,2005-01-23
dt\csv1\65662.csv,Australia,West Indies,2005-01-26
dt\csv1\65664.csv,Australia,Pakistan,2005-01-30
dt\csv1\65665.csv,Pakistan,West Indies,2005-02-01
dt\csv1\65666.csv,Australia,Pakistan,2005-02-04
dt\csv1\65708.csv,Pakistan,Bangladesh,2004-07-17
dt\csv1\65713.csv,Pakistan,Sri Lanka,2004-07-21
dt\csv1\65714.csv,Bangladesh,Sri Lanka,2004-07-23
dt\csv1\65716.csv,India,Sri Lanka,2004-07-27
dt\csv1\65718.csv,Sri Lanka,India,2004-08-01
dt\csv1\65803.csv,Pakistan,Zimbabwe,2003-04-03
dt\csv1\65804.csv,Sri Lanka,Pakistan,2003-04-04
dt\csv1\65805.csv,Kenya,Zimbabwe,2003-04-05
dt\csv1\65806.csv,Sri Lanka,Kenya,2003-04-06
dt\csv1\65807.csv,Sri Lanka,Zimbabwe,2003-04-07
dt\csv1\65808.csv,Pakistan,Kenya,2003-04-08
dt\csv1\65809.csv,Zimbabwe,Pakistan,2003-04-10
dt\csv1\66196.csv,England,Zimbabwe,2004-09-10
dt\csv1\66197.csv,New Zealand,United States of America,2004-09-10
dt\csv1\66198.csv,India,Kenya,2004-09-11
dt\csv1\66200.csv,United States of America,Australia,2004-09-13
dt\csv1\66201.csv,Zimbabwe,Sri Lanka,2004-09-14
dt\csv1\66202.csv,Kenya,Pakistan,2004-09-14
dt\csv1\66203.csv,West Indies,Bangladesh,2004-09-15
dt\csv1\66204.csv,New Zealand,Australia,2004-09-16
dt\csv1\66205.csv,England,Sri Lanka,2004-09-17
dt\csv1\66206.csv,South Africa,West Indies,2004-09-18
dt\csv1\66207.csv,India,Pakistan,2004-09-19
dt\csv1\66208.csv,Australia,England,2004-09-21
dt\csv1\66209.csv,Pakistan,West Indies,2004-09-22
dt\csv1\66210.csv,England,West Indies,2004-09-25
dt\csv1\66293.csv,England,Zimbabwe,2003-06-26
dt\csv1\66294.csv,South Africa,England,2003-06-28
dt\csv1\66295.csv,South Africa,Zimbabwe,2003-06-29
dt\csv1\66296.csv,England,Zimbabwe,2003-07-01
dt\csv1\66297.csv,England,South Africa,2003-07-03
dt\csv1\66299.csv,Zimbabwe,England,2003-07-06
dt\csv1\66301.csv,Zimbabwe,South Africa,2003-07-10
dt\csv1\66302.csv,South Africa,England,2003-07-12
dt\csv1\66304.csv,England,West Indies,2004-06-27
dt\csv1\66305.csv,England,New Zealand,2004-06-29
dt\csv1\66306.csv,West Indies,England,2004-07-01
dt\csv1\66309.csv,England,West Indies,2004-07-06
dt\csv1\66311.csv,New Zealand,West Indies,2004-07-10
dt\csv1\66356.csv,India,South Africa,2003-04-21
dt\csv1\66357.csv,Pakistan,Sri Lanka,2003-05-10
dt\csv1\66358.csv,Pakistan,New Zealand,2003-05-11
dt\csv1\66361.csv,New Zealand,Sri Lanka,2003-05-19
dt\csv1\66363.csv,Pakistan,New Zealand,2003-05-23
dt\csv1\66364.csv,India,New Zealand,2003-10-23
dt\csv1\66365.csv,India,Australia,2003-10-26
dt\csv1\66366.csv,New Zealand,Australia,2003-10-29
dt\csv1\66367.csv,Australia,India,2003-11-01
dt\csv1\66368.csv,New Zealand,Australia,2003-11-03
dt\csv1\66369.csv,India,New Zealand,2003-11-06
dt\csv1\66372.csv,India,New Zealand,2003-11-15
dt\csv1\66374.csv,Pakistan,India,2004-08-21
dt\csv1\66375.csv,Australia,India,2004-08-23
dt\csv1\66377.csv,Australia,Pakistan,2004-09-04
dt\csv1\66378.csv,Pakistan,Zimbabwe,2004-09-30
dt\csv1\66379.csv,Zimbabwe,Pakistan,2004-10-03
dt\csv1\66380.csv,Sri Lanka,Pakistan,2004-10-06
dt\csv1\66381.csv,Zimbabwe,Sri Lanka,2004-10-09
dt\csv1\66383.csv,Sri Lanka,Pakistan,2004-10-16
dt\csv1\66385.csv,Australia,New Zealand,2004-12-05
dt\csv1\66386.csv,Australia,New Zealand,2004-12-08
dt\csv2\208835.csv,West Indies,South Africa,2005-05-08
dt\csv2\209339.csv,West Indies,South Africa,2005-05-15
dt\csv2\209582.csv,Pakistan,West Indies,2005-05-18
dt\csv2\209768.csv,Pakistan,West Indies,2005-05-22
dt\csv2\211244.csv,Bangladesh,England,2005-06-16
dt\csv2\211364.csv,Australia,Bangladesh,2005-06-18
dt\csv2\211678.csv,Australia,England,2005-06-23
dt\csv2\211824.csv,Bangladesh,Australia,2005-06-25
dt\csv2\211860.csv,Bangladesh,England,2005-06-26
dt\csv2\212020.csv,Australia,England,2005-06-28
dt\csv2\212253.csv,Bangladesh,Australia,2005-06-30
dt\csv2\212452.csv,Australia,England,2005-07-02
dt\csv2\213288.csv,England,Australia,2005-07-12
dt\csv2\214742.csv,West Indies,India,2005-07-31
dt\csv2\214852.csv,Sri Lanka,West Indies,2005-08-02
dt\csv2\215134.csv,West Indies,Sri Lanka,2005-08-06
dt\csv2\216271.csv,Africa XI,Asia XI,2005-08-17
dt\csv2\216669.csv,Africa XI,Asia XI,2005-08-21
dt\csv2\217481.csv,India,Zimbabwe,2005-08-29
dt\csv2\217647.csv,Sri Lanka,Bangladesh,2005-08-31
dt\csv2\217648.csv,New Zealand,Zimbabwe,2005-08-31
dt\csv2\217979.csv,Zimbabwe,India,2005-09-04
dt\csv2\218250.csv,India,New Zealand,2005-09-06
dt\csv2\221083.csv,Australia,ICC World XI,2005-10-07
dt\csv2\221337.csv,Australia,ICC World XI,2005-10-09
dt\csv2\223018.csv,India,Sri Lanka,2005-10-25
dt\csv2\223334.csv,Sri Lanka,India,2005-10-28
dt\csv2\223335.csv,South Africa,New Zealand,2005-10-28
dt\csv2\223542.csv,New Zealand,South Africa,2005-10-30
dt\csv2\223902.csv,Sri Lanka,India,2005-11-03
dt\csv2\224044.csv,South Africa,New Zealand,2005-11-04
dt\csv2\224227.csv,New Zealand,South Africa,2005-11-06
dt\csv2\224231.csv,India,Sri Lanka,2005-11-06
dt\csv2\224556.csv,Sri Lanka,India,2005-11-09
dt\csv2\225171.csv,Ireland,England,2006-06-13
dt\csv2\225245.csv,England,Pakistan,2006-08-30
dt\csv2\225246.csv,England,Pakistan,2006-09-02
dt\csv2\225247.csv,England,Pakistan,2006-09-05
dt\csv2\225248.csv,England,Pakistan,2006-09-08
dt\csv2\225249.csv,England,Pakistan,2006-09-10
dt\csv2\225250.csv,England,Sri Lanka,2006-06-17
dt\csv2\225251.csv,England,Sri Lanka,2006-06-20
dt\csv2\225252.csv,England,Sri Lanka,2006-06-24
dt\csv2\225253.csv,England,Sri Lanka,2006-06-28
dt\csv2\225254.csv,England,Sri Lanka,2006-07-01
dt\csv2\225437.csv,Sri Lanka,India,2005-11-12
dt\csv2\225959.csv,India,South Africa,2005-11-16
dt\csv2\226352.csv,England,Pakistan,2005-12-10
dt\csv2\226354.csv,Pakistan,England,2005-12-15
dt\csv2\226356.csv,England,Pakistan,2005-12-21
dt\csv2\226359.csv,South Africa,India,2005-11-28
dt\csv2\226364.csv,Australia,New Zealand,2005-12-03
dt\csv2\226375.csv,Australia,South Africa,2006-01-15
dt\csv2\226376.csv,Australia,South Africa,2006-01-20
dt\csv2\226377.csv,Australia,South Africa,2006-02-03
dt\csv2\226378.csv,Australia,South Africa,2006-02-05
dt\csv2\226380.csv,Australia,Sri Lanka,2006-01-22
dt\csv2\226381.csv,Australia,Sri Lanka,2006-01-26
dt\csv2\226382.csv,Australia,Sri Lanka,2006-01-29
dt\csv2\226383.csv,South Africa,Sri Lanka,2006-01-17
dt\csv2\226384.csv,South Africa,Sri Lanka,2006-01-24
dt\csv2\226385.csv,South Africa,Sri Lanka,2006-01-31
dt\csv2\226386.csv,South Africa,Sri Lanka,2006-02-07
dt\csv2\226390.csv,Sri Lanka,New Zealand,2005-12-31
dt\csv2\226391.csv,New Zealand,Sri Lanka,2006-01-03
dt\csv2\226392.csv,New Zealand,Sri Lanka,2006-01-06
dt\csv2\235831.csv,Pakistan,India,2006-02-06
dt\csv2\236358.csv,Australia,Sri Lanka,2006-02-10
dt\csv2\236520.csv,Pakistan,India,2006-02-11
dt\csv2\236595.csv,Australia,Sri Lanka,2006-02-12
dt\csv2\236809.csv,Pakistan,India,2006-02-13
dt\csv2\236963.csv,Australia,Sri Lanka,2006-02-14
dt\csv2\237222.csv,Pakistan,India,2006-02-16
dt\csv2\237568.csv,New Zealand,West Indies,2006-02-18
dt\csv2\237571.csv,Pakistan,India,2006-02-19
dt\csv2\237574.csv,Bangladesh,Sri Lanka,2006-02-20
dt\csv2\238169.csv,Bangladesh,Sri Lanka,2006-02-22
dt\csv2\238170.csv,Bangladesh,Sri Lanka,2006-02-25
dt\csv2\238173.csv,Bangladesh,Australia,2006-04-23
dt\csv2\238174.csv,Bangladesh,Australia,2006-04-26
dt\csv2\238175.csv,Bangladesh,Australia,2006-04-28
dt\csv2\238176.csv,New Zealand,West Indies,2006-02-22
dt\csv2\238177.csv,New Zealand,West Indies,2006-02-25
dt\csv2\238178.csv,New Zealand,West Indies,2006-03-01
dt\csv2\238179.csv,New Zealand,West Indies,2006-03-04
dt\csv2\238188.csv,India,England,2006-03-28
dt\csv2\238189.csv,India,England,2006-03-31
dt\csv2\238190.csv,India,England,2006-04-03
dt\csv2\238193.csv,India,England,2006-04-12
dt\csv2\238194.csv,India,England,2006-04-15
dt\csv2\238196.csv,South Africa,Australia,2006-02-26
dt\csv2\238197.csv,South Africa,Australia,2006-03-03
dt\csv2\238198.csv,South Africa,Australia,2006-03-05
dt\csv2\238199.csv,South Africa,Australia,2006-03-10
dt\csv2\238200.csv,South Africa,Australia,2006-03-12
dt\csv2\238213.csv,Sri Lanka,Pakistan,2006-03-17
dt\csv2\238214.csv,Sri Lanka,Pakistan,2006-03-19
dt\csv2\238215.csv,Sri Lanka,Pakistan,2006-03-22
dt\csv2\239907.csv,West Indies,Zimbabwe,2006-04-29
dt\csv2\239908.csv,West Indies,Zimbabwe,2006-04-30
dt\csv2\239911.csv,West Indies,Zimbabwe,2006-05-10
dt\csv2\239912.csv,West Indies,Zimbabwe,2006-05-13
dt\csv2\239913.csv,West Indies,Zimbabwe,2006-05-14
dt\csv2\239916.csv,West Indies,India,2006-05-20
dt\csv2\239917.csv,West Indies,India,2006-05-23
dt\csv2\239918.csv,West Indies,India,2006-05-26
dt\csv2\239919.csv,West Indies,India,2006-05-28
dt\csv2\244510.csv,India,Pakistan,2006-04-18
dt\csv2\244511.csv,India,Pakistan,2006-04-19
dt\csv2\247457.csv,West Indies,Pakistan,2007-03-13
dt\csv2\247458.csv,Australia,Scotland,2007-03-14
dt\csv2\247460.csv,Bermuda,Sri Lanka,2007-03-15
dt\csv2\247461.csv,Ireland,Zimbabwe,2007-03-15
dt\csv2\247462.csv,Netherlands,South Africa,2007-03-16
dt\csv2\247463.csv,England,New Zealand,2007-03-16
dt\csv2\247464.csv,Bangladesh,India,2007-03-17
dt\csv2\247465.csv,Ireland,Pakistan,2007-03-17
dt\csv2\247466.csv,Australia,Netherlands,2007-03-18
dt\csv2\247467.csv,Canada,England,2007-03-18
dt\csv2\247468.csv,Bermuda,India,2007-03-19
dt\csv2\247469.csv,West Indies,Zimbabwe,2007-03-19
dt\csv2\247470.csv,Scotland,South Africa,2007-03-20
dt\csv2\247471.csv,Kenya,New Zealand,2007-03-20
dt\csv2\247472.csv,Bangladesh,Sri Lanka,2007-03-21
dt\csv2\247473.csv,Pakistan,Zimbabwe,2007-03-21
dt\csv2\247474.csv,Netherlands,Scotland,2007-03-22
dt\csv2\247475.csv,Canada,New Zealand,2007-03-22
dt\csv2\247476.csv,India,Sri Lanka,2007-03-23
dt\csv2\247477.csv,West Indies,Ireland,2007-03-23
dt\csv2\247478.csv,Australia,South Africa,2007-03-24
dt\csv2\247479.csv,England,Kenya,2007-03-24
dt\csv2\247480.csv,Bangladesh,Bermuda,2007-03-25
dt\csv2\247481.csv,West Indies,Australia,2007-03-27
dt\csv2\247482.csv,South Africa,Sri Lanka,2007-03-28
dt\csv2\247483.csv,West Indies,New Zealand,2007-03-29
dt\csv2\247484.csv,England,Ireland,2007-03-30
dt\csv2\247485.csv,Australia,Bangladesh,2007-03-31
dt\csv2\247486.csv,West Indies,Sri Lanka,2007-04-01
dt\csv2\247487.csv,Bangladesh,New Zealand,2007-04-02
dt\csv2\247488.csv,Ireland,South Africa,2007-04-03
dt\csv2\247489.csv,England,Sri Lanka,2007-04-04
dt\csv2\247490.csv,Bangladesh,South Africa,2007-04-07
dt\csv2\247491.csv,Australia,England,2007-04-08
dt\csv2\247492.csv,Ireland,New Zealand,2007-04-09
dt\csv2\247493.csv,West Indies,South Africa,2007-04-10
dt\csv2\247494.csv,Bangladesh,England,2007-04-11
dt\csv2\247495.csv,New Zealand,Sri Lanka,2007-04-12
dt\csv2\247496.csv,Australia,Ireland,2007-04-13
dt\csv2\247497.csv,New Zealand,South Africa,2007-04-14
dt\csv2\247498.csv,Bangladesh,Ireland,2007-04-15
dt\csv2\247499.csv,Australia,Sri Lanka,2007-04-16
dt\csv2\247500.csv,England,South Africa,2007-04-17
dt\csv2\247501.csv,Ireland,Sri Lanka,2007-04-18
dt\csv2\247502.csv,West Indies,Bangladesh,2007-04-19
dt\csv2\247503.csv,Australia,New Zealand,2007-04-20
dt\csv2\247504.csv,West Indies,England,2007-04-21
dt\csv2\247505.csv,New Zealand,Sri Lanka,2007-04-24
dt\csv2\247506.csv,Australia,South Africa,2007-04-25
dt\csv2\247507.csv,Australia,Sri Lanka,2007-04-28
dt\csv2\249207.csv,Zimbabwe,Bangladesh,2006-08-06
dt\csv2\249211.csv,South Africa,India,2006-11-22
dt\csv2\249212.csv,South Africa,India,2006-11-26
dt\csv2\249213.csv,South Africa,India,2006-11-29
dt\csv2\249214.csv,South Africa,India,2006-12-03
dt\csv2\249228.csv,Australia,New Zealand,2007-01-14
dt\csv2\249229.csv,Australia,New Zealand,2007-01-21
dt\csv2\249230.csv,Australia,New Zealand,2007-01-28
dt\csv2\249231.csv,Australia,New Zealand,2007-02-04
dt\csv2\249232.csv,Australia,England,2007-01-12
dt\csv2\249233.csv,Australia,England,2007-01-19
dt\csv2\249234.csv,Australia,England,2007-01-26
dt\csv2\249235.csv,Australia,England,2007-02-02
dt\csv2\249236.csv,England,New Zealand,2007-01-16
dt\csv2\249237.csv,England,New Zealand,2007-01-23
dt\csv2\249238.csv,England,New Zealand,2007-01-30
dt\csv2\249239.csv,England,New Zealand,2007-02-06
dt\csv2\249240.csv,Australia,England,2007-02-09
dt\csv2\249241.csv,Australia,England,2007-02-11
dt\csv2\249378.csv,Kenya,Bangladesh,2006-08-12
dt\csv2\249379.csv,Kenya,Bangladesh,2006-08-13
dt\csv2\249380.csv,Kenya,Bangladesh,2006-08-15
dt\csv2\249739.csv,Bangladesh,Sri Lanka,2006-10-07
dt\csv2\249740.csv,West Indies,Zimbabwe,2006-10-08
dt\csv2\249741.csv,Sri Lanka,Zimbabwe,2006-10-10
dt\csv2\249742.csv,Bangladesh,West Indies,2006-10-11
dt\csv2\249743.csv,Bangladesh,Zimbabwe,2006-10-13
dt\csv2\249744.csv,Sri Lanka,West Indies,2006-10-14
dt\csv2\249745.csv,India,England,2006-10-15
dt\csv2\249746.csv,New Zealand,South Africa,2006-10-16
dt\csv2\249747.csv,Pakistan,Sri Lanka,2006-10-17
dt\csv2\249748.csv,Australia,West Indies,2006-10-18
dt\csv2\249749.csv,New Zealand,Sri Lanka,2006-10-20
dt\csv2\249750.csv,Australia,England,2006-10-21
dt\csv2\249751.csv,South Africa,Sri Lanka,2006-10-24
dt\csv2\249752.csv,New Zealand,Pakistan,2006-10-25
dt\csv2\249753.csv,India,West Indies,2006-10-26
dt\csv2\249754.csv,Pakistan,South Africa,2006-10-27
dt\csv2\249755.csv,England,West Indies,2006-10-28
dt\csv2\249756.csv,India,Australia,2006-10-29
dt\csv2\249757.csv,Australia,New Zealand,2006-11-01
dt\csv2\249758.csv,South Africa,West Indies,2006-11-02
dt\csv2\249759.csv,Australia,West Indies,2006-11-05
dt\csv2\250668.csv,South Africa,Pakistan,2007-02-04
dt\csv2\250669.csv,South Africa,Pakistan,2007-02-07
dt\csv2\250670.csv,South Africa,Pakistan,2007-02-09
dt\csv2\250671.csv,South Africa,Pakistan,2007-02-11
dt\csv2\250672.csv,South Africa,Pakistan,2007-02-14
dt\csv2\251489.csv,New Zealand,Sri Lanka,2006-12-28
dt\csv2\251491.csv,New Zealand,Sri Lanka,2007-01-02
dt\csv2\251492.csv,New Zealand,Sri Lanka,2007-01-06
dt\csv2\251494.csv,New Zealand,Australia,2007-02-16
dt\csv2\251495.csv,New Zealand,Australia,2007-02-18
dt\csv2\251496.csv,New Zealand,Australia,2007-02-20
dt\csv2\255961.csv,South Africa,Zimbabwe,2006-09-15
dt\csv2\256607.csv,India,West Indies,2006-09-14
dt\csv2\256608.csv,Australia,India,2006-09-16
dt\csv2\256610.csv,Australia,West Indies,2006-09-18
dt\csv2\256612.csv,India,West Indies,2006-09-20
dt\csv2\256614.csv,Australia,India,2006-09-22
dt\csv2\256615.csv,Australia,West Indies,2006-09-24
dt\csv2\256665.csv,Sri Lanka,India,2006-08-18
dt\csv2\257470.csv,South Africa,Zimbabwe,2006-09-20
dt\csv2\257769.csv,Pakistan,West Indies,2006-12-07
dt\csv2\257770.csv,Pakistan,West Indies,2006-12-10
dt\csv2\257771.csv,Pakistan,West Indies,2006-12-13
dt\csv2\257772.csv,Pakistan,West Indies,2006-12-16
dt\csv2\258465.csv,England,West Indies,2007-07-01
dt\csv2\258466.csv,England,West Indies,2007-07-04
dt\csv2\258467.csv,England,West Indies,2007-07-07
dt\csv2\258471.csv,England,India,2007-08-21
dt\csv2\258472.csv,England,India,2007-08-24
dt\csv2\258473.csv,England,India,2007-08-27
dt\csv2\258474.csv,England,India,2007-08-30
dt\csv2\258475.csv,England,India,2007-09-02
dt\csv2\258476.csv,England,India,2007-09-05
dt\csv2\258477.csv,England,India,2007-09-08
dt\csv2\259384.csv,Bermuda,Canada,2006-11-27
dt\csv2\259389.csv,Bermuda,Netherlands,2006-12-02
dt\csv2\259390.csv,Bermuda,Canada,2006-11-30
dt\csv2\259391.csv,Canada,Netherlands,2006-12-01
dt\csv2\259793.csv,South Africa,Zimbabwe,2006-09-18
