venue,start_date,latitude,longitude,temperature,precipitation,wind_speed
Sheikh Zayed Stadium,2011-11-23,24.4361,54.3896,24.6,,12.8
"Tribhuvan University International Cricket Ground, Kirtipur",2023-03-10,27.6983,85.3109,17.0,0.0,9.6
Zohur Ahmed Chowdhury Stadium,2010-03-05,22.3769,91.7968,25.9,0.0,16.4
Cobham Oval (New),2012-02-06,-35.7351,174.3314,,,
Kennington Oval,2019-06-02,51.48,-0.1195,22.1,0.0,18.2
"Forthill, Dundee",2024-07-22,56.48,-3.0078,14.4,1.2,7.4
Lord's,2012-06-29,51.5311,-0.2008,16.5,0.3,23.4
Brabourne Stadium,2013-02-01,18.9389,72.8258,25.3,,
"Punjab Cricket Association Stadium, Mohali",2011-03-03,30.7348,76.7361,,,
Dubai International Cricket Stadium,2018-09-16,18.9389,72.8258,27.8,1.0,3.6
National Stadium,2008-06-28,12.0554,-61.7513,,,
Sydney Cricket Ground,2016-01-23,-33.8688,151.2093,22.5,22.6,23.3
"Willowmoore Park, Benoni",2023-12-23,-26.1886,28.4636,23.2,0.0,5.2
Shere Bangla National Stadium,2021-01-20,23.75,90.4,19.3,4.5,2.0
"Mannofield Park, Aberdeen",2022-08-10,57.1475,-2.1186,20.8,0.0,12.6
Maharani Usharaje Trust Cricket Ground,2006-04-15,18.9389,72.8258,28.4,,
Newlands,2016-02-14,-33.9969,18.4716,20.6,,17.2
Newlands,2019-03-16,-33.9969,18.4716,20.1,,11.2
Dubai International Cricket Stadium,2013-11-01,18.9389,72.8258,29.0,,
North Marine Road Ground,2014-08-23,54.3128,-0.3817,,,
Malahide,2017-05-21,53.51,-6.1969,12.6,0.1,20.3
"John Davies Oval, Queenstown",2022-02-12,-45.0311,168.6608,14.5,0.9,28.0
Grace Road,2019-07-02,52.6328,-1.1358,14.2,,13.9
ICC Academy,2019-12-14,18.9389,72.8258,24.8,,3.6
Bay Oval,2016-01-05,-37.6894,176.1642,,,
"Hagley Oval, Christchurch",2022-03-26,-43.5389,172.6428,13.4,0.0,10.5
Harare Sports Club,2023-06-18,-17.815,31.0456,18.1,0.0,9.5
"Kensington Oval, Bridgetown",2007-04-15,13.1039,-59.6178,27.5,,22.2
Mannofield Park,2019-08-15,57.1436,-2.1181,14.9,1.6,18.7
"Wankhede Stadium, Mumbai",2003-11-01,18.9389,72.8258,30.3,0.0,
"Queen's Park Oval, Port of Spain",2007-03-15,10.6936,-61.5215,25.7,0.0,9.9
"John Davies Oval, Queenstown",2022-02-18,-45.0311,168.6608,17.0,0.0,9.9
Clontarf Cricket Club Ground,2010-06-17,53.3569,-6.2042,15.6,,9.2
Senwes Park,2011-10-21,-26.7036,27.9122,,,
Melbourne Cricket Ground,2009-02-06,-37.822,144.9635,24.3,0.0,
"VRA Ground, Amstelveen",2022-05-31,52.2928,4.9175,12.4,5.4,8.3
County Ground,2017-07-18,51.4729997747,-2.58382433136,20.5,,18.5
Eden Park,2007-02-18,-36.8427,174.766,19.4,0.0,13.9
"Coolidge Cricket Ground, Antigua",2019-09-05,17.7136,-61.7936,,,
"United Cricket Club Ground, Windhoek",2024-09-22,-22.5708,17.0819,22.6,0.0,14.4
Sydney Cricket Ground,2013-02-08,-33.8688,151.2093,26.0,0.0,26.4
Sydney Cricket Ground,2003-01-09,-33.8688,151.2093,19.7,6.2,35.4
Bay Oval,2019-01-05,-37.6894,176.1642,,,
Sophia Gardens,2013-09-14,51.4883,-3.1917,12.2,,12.8
"Goodyear Park, Bloemfontein",2003-02-10,-29.1167,26.2167,22.4,15.5,
"Kensington Oval, Bridgetown",2016-06-26,13.1039,-59.6178,27.5,,20.6
Nondescripts Cricket Club Ground,2017-02-07,18.9389,72.8258,25.3,,7.7
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013-03-23,6.9389,81.0331,17.1,0.0,
Shere Bangla National Stadium,2006-12-08,23.75,90.4,21.0,0.0,
Wankhede Stadium,2011-03-13,18.9389,72.8258,30.1,,
Zahur Ahmed Chowdhury Stadium,2018-10-26,22.3911,91.8161,27.4,0.0,1.5
County Ground,2019-05-14,51.4729997747,-2.58382433136,12.7,,12.0
"Sardar Patel Stadium, Motera",2006-10-26,18.9389,72.8258,29.4,,
"Shere Bangla National Stadium, Mirpur",2022-12-04,23.8233,90.3917,24.1,0.0,5.1
"Sir Vivian Richards Stadium, North Sound",2007-03-29,17.7411,-61.8487,,,
Sharjah Cricket Association Stadium,2003-04-07,25.2086,55.3645,31.1,,14.3
Harare Sports Club,2019-04-10,-17.815,31.0456,22.1,,10.6
Rangiri Dambulla International Stadium,2009-08-03,7.89,80.8,,,
Riverside Ground,2014-05-25,18.52,73.8564,30.3,,
Boland Park,2016-10-17,-26.12,28.1,21.7,0.0,4.2
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2020-01-05,23.6344,58.5624,25.1,,7.3
"Arnos Vale Ground, Kingstown",2012-03-18,13.1333,-61.2,,,
"Sabina Park, Kingston, Jamaica",2003-05-17,18.0111,-76.7996,29.1,,16.9
"Seddon Park, Hamilton",2022-03-22,-37.7833,175.2786,,,
Shere Bangla National Stadium,2012-03-20,23.75,90.4,28.0,0.0,4.3
"Brisbane Cricket Ground, Woolloongabba",2005-01-21,-27.4705,153.0269,26.1,0.0,21.1
"Forthill, Dundee",2024-07-18,56.48,-3.0078,16.3,1.6,9.1
"Kingsmead, Durban",2003-02-26,-29.8589,31.0311,25.1,3.0,17.5
Sophia Gardens,2010-06-24,51.4883,-3.1917,16.3,,14.5
Westpac Stadium,2007-02-16,-41.2885,174.7806,15.8,3.3,27.4
Shere Bangla National Stadium,2021-01-22,23.75,90.4,18.3,0.0,1.1
Riverside Ground,2006-06-24,18.52,73.8564,25.8,27.9,
Royal Chiangmai Golf Club,2022-11-22,18.8187,98.9607,26.6,1.7,4.9
"Riverside Ground, Chester-le-Street",2023-09-09,54.8181,-1.6467,19.8,0.2,9.7
"Sir Vivian Richards Stadium, Antigua",2019-11-03,17.1172,-61.8465,27.4,,7.0
Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,2021-03-14,26.8418,80.9681,24.3,,8.2
Old Hararians,2018-03-06,-17.8306,31.0467,23.4,0.0,
Harare Sports Club,2015-07-14,-17.815,31.0456,15.6,,
Feroz Shah Kotla,2011-02-28,28.63,77.2267,17.1,,
Sharjah Cricket Association Stadium,2003-04-10,25.2086,55.3645,28.2,,12.4
Grace Road,2017-07-11,52.6328,-1.1358,14.0,,11.1
"Lord's, London",2003-07-12,51.531,-0.2648,19.4,0.0,2.4
"Punjab Cricket Association Stadium, Mohali",2006-10-25,30.7348,76.7361,,,
"Kensington Oval, Bridgetown",2016-06-21,13.1039,-59.6178,27.9,,33.7
"Kensington Oval, Bridgetown, Barbados",2023-12-09,13.1036,-59.6197,26.5,2.1,29.6
Rangiri Dambulla International Stadium,2017-08-20,7.89,80.8,,,
Sportpark Het Schootsveld,2019-06-19,51.2014,4.4697,19.9,,9.5
P Sara Oval,2017-02-07,18.9389,72.8258,25.3,,7.7
Western Australia Cricket Association Ground,2014-01-24,-31.9286,115.8628,27.9,0.0,31.8
"Kingsmead, Durban",2003-02-11,-29.8589,31.0311,24.5,0.0,
County Ground,2018-07-10,51.4729997747,-2.58382433136,19.8,,13.1
Shere Bangla National Stadium,2008-06-08,23.75,90.4,,,
R.Premadasa Stadium,2004-02-27,6.9279,79.8611,,,
Queens Sports Club,2016-11-27,-20.1692,28.5869,,,
"Warner Park, Basseterre",2012-07-16,17.3589,-62.7828,,,
Western Australia Cricket Association Ground,2011-02-06,-31.9286,115.8628,24.1,0.0,35.6
"Kensington Oval, Bridgetown",2007-04-11,13.1039,-59.6178,27.2,,21.7
Grace Road,2017-06-25,52.6328,-1.1358,15.1,,21.5
"Allan Border Field, Brisbane",2023-10-08,-27.4708,153.028,17.5,0.0,16.0
Manuka Oval,2013-02-06,-35.2806,149.1306,20.8,0.0,11.0
Kennington Oval,2004-09-10,51.48,-0.1195,19.1,,12.8
Boland Park,2016-10-22,-26.12,28.1,21.4,6.1,
Khan Shaheb Osman Ali Stadium,2013-11-03,18.9389,72.8258,30.4,,
Melbourne Cricket Ground,2007-02-04,-37.822,144.9635,20.6,0.0,
Willowmoore Park,2006-12-01,34.0087,-118.478,14.2,0.0,6.5
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-14,27.6983,85.3109,14.8,0.0,6.0
Brabourne Stadium,2013-01-31,18.9389,72.8258,24.1,,
Diamond Oval,2018-09-30,-28.7297,24.7619,23.6,,26.8
Pallekele International Cricket Stadium,2022-06-14,7.4833,80.65,28.2,0.0,11.4
Providence Stadium,2007-04-01,18.9389,72.8258,28.6,,
Harare Sports Club,2024-01-18,-17.815,31.0456,19.8,7.1,10.9
St George's Park,2016-10-09,-33.9598878271,25.6059959093,14.7,0.3,27.8
McLean Park,2015-03-15,-40.7122,176.8478,,,
"John Davies Oval, Queenstown",2022-02-15,-45.0311,168.6608,17.4,0.0,10.8
"Kensington Oval, Bridgetown",2018-09-22,13.1039,-59.6178,28.5,,21.0
"County Ground, Chelmsford",2024-05-29,51.7528,0.9222,16.3,0.9,18.9
"National Stadium, Karachi",2024-04-21,24.9067,67.0825,28.9,0.0,16.6
Westpac Stadium,2015-02-20,-41.2885,174.7806,17.2,0.0,11.9
North Marine Road Ground,2014-08-21,54.3128,-0.3817,,,
Eden Park Outer Oval,2020-01-25,-36.8667,174.7667,21.5,0.0,17.6
Saxton Oval,2016-01-02,18.5569,73.8287,20.3,,
Sir Paul Getty's Ground,2012-07-11,51.612,-0.8946,13.9,6.1,13.9
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2022-02-05,23.6344,58.5624,23.7,,7.2
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2023-07-01,14.0028,-60.9819,28.0,2.9,22.5
Nehru Stadium,2013-11-21,18.9389,72.8258,26.9,,
Sylhet International Cricket Stadium,2020-03-03,24.8847,91.8531,23.2,0.0,
Sawai Mansingh Stadium,2007-11-18,26.9222,75.7898,19.9,,
"Warner Park, Basseterre",2012-07-11,17.3589,-62.7828,,,
"Sabina Park, Kingston",2006-05-20,18.4814,-76.8008,,,
"Queen's Park Oval, Port of Spain",2006-05-13,10.6936,-61.5215,27.5,0.0,6.7
St George's Park,2011-10-23,-33.9598878271,25.6059959093,18.1,,28.7
"Civil Service Cricket Club, Stormont, Belfast",2024-09-11,54.6024,-5.9337,10.4,0.0,15.4
Central Broward Regional Park Stadium Turf Ground,2019-09-22,26.1328,-80.2189,27.8,0.0,27.3
County Ground,2015-07-21,51.4729997747,-2.58382433136,16.0,,20.7
"Old Trafford, Manchester",2022-07-22,53.4627,-2.2915,16.1,14.7,4.5
Harare Sports Club,2011-09-14,-17.815,31.0456,22.7,,
"Sabina Park, Kingston",2009-06-28,18.4814,-76.8008,,,
OUTsurance Oval,2008-10-31,-26.2044,28.0436,21.4,0.0,3.6
Riverside Ground,2015-06-20,18.52,73.8564,25.3,4.1,
Trent Bridge,2019-06-20,52.9444,-1.1447,13.5,,12.0
Sydney Cricket Ground,2020-11-27,-33.8688,151.2093,24.1,0.0,23.9
New Wanderers Stadium,2009-09-29,-18.9389,30.7545,,,
Multan Cricket Stadium,2003-09-09,30.2097,71.5142,29.0,,
"United Cricket Club Ground, Windhoek",2022-12-08,-22.5708,17.0819,24.1,0.0,11.3
"Kensington Oval, Bridgetown",2011-05-02,13.1039,-59.6178,26.0,,24.3
SuperSport Park,2009-10-05,-25.7906,28.2286,18.4,0.0,6.9
Wankhede Stadium,2020-01-14,18.9389,72.8258,23.9,,4.2
National Stadium,2008-01-21,12.0554,-61.7513,,,
R Premadasa Stadium,2012-06-16,6.9269,79.8612,28.9,0.0,
Eden Gardens,2011-03-15,22.5411,88.3628,27.6,,5.5
"Titwood, Glasgow",2022-07-17,55.8414,-4.3357,18.4,1.7,8.3
Green Park,2007-11-11,18.5209,73.8562,24.0,,
Sheikh Zayed Stadium,2009-05-03,24.4361,54.3896,28.6,,19.9
"Arnos Vale Ground, Kingstown",2008-06-24,13.1333,-61.2,,,
Lord's,2012-07-01,51.5311,-0.2008,14.6,0.0,20.2
Kennington Oval,2019-05-30,51.48,-0.1195,19.4,2.8,19.8
"Queen's Park Oval, Port of Spain",2017-06-25,10.6936,-61.5215,26.4,10.2,12.7
"Coolidge Cricket Ground, Antigua",2021-07-09,17.7136,-61.7936,,,
"Sabina Park, Kingston",2012-07-05,18.4814,-76.8008,,,
"Forthill, Dundee",2024-07-24,56.48,-3.0078,16.1,0.2,5.8
Indian Petrochemicals Corporation Limited Sports Complex Ground,2007-01-31,18.9389,72.8258,29.0,,
New Wanderers Stadium,2007-02-14,-18.9389,30.7545,,,
Feroz Shah Kotla,2011-02-24,28.63,77.2267,17.1,,
"North West Cricket Stadium, Potchefstroom",2003-02-12,-26.7186,27.1242,25.1,0.0,
County Ground,2017-07-05,51.4729997747,-2.58382433136,19.2,,7.5
Multan Cricket Stadium,2004-09-30,30.2097,71.5142,30.5,0.0,
Sophia Gardens,2019-06-01,51.4883,-3.1917,16.3,,11.5
Bulawayo Athletic Club,2023-06-21,-20.1507,28.5749,16.5,,9.7
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-11-09,23.6344,58.5624,29.8,0.0,7.9
Hagley Oval,2014-01-23,-43.5328,172.6389,16.7,0.0,19.4
Dubai International Cricket Stadium,2023-03-03,18.9389,72.8258,28.1,0.0,2.8
Harare Sports Club,2005-08-29,-17.815,31.0456,17.1,,
"Narendra Modi Stadium, Ahmedabad",2024-10-27,23.0217,72.5605,30.1,0.0,5.9
Kingsmead,2013-03-21,-29.8567,31.0269,23.9,0.5,15.2
Newlands,2018-02-07,-33.9969,18.4716,22.8,,21.9
"Providence Stadium, Guyana",2022-07-13,6.81,-58.1628,27.3,9.6,7.1
"Bay Oval, Mount Maunganui",2021-04-07,-37.6833,176.1667,17.7,0.3,13.4
Carisbrook,2004-02-25,-45.9969,170.5061,,,
SuperSport Park,2006-12-03,-25.7906,28.2286,23.7,,13.8
"Punjab Cricket Association Stadium, Mohali",2013-10-19,30.7348,76.7361,,,
R Premadasa Stadium,2007-10-10,6.9269,79.8612,,,
Wankhede Stadium,2011-10-23,18.9389,72.8258,30.7,,
County Ground,2017-07-12,51.4729997747,-2.58382433136,15.5,,15.3
"Warner Park, Basseterre",2009-07-31,17.3589,-62.7828,,,
Grace Road,2018-07-13,52.6328,-1.1358,17.3,,11.7
Sheikh Zayed Stadium,2017-10-18,24.4361,54.3896,30.0,,10.1
Basin Reserve,2018-01-06,-41.2928,174.7792,15.6,26.9,44.0
"National Stadium, Karachi",2023-09-11,24.9067,67.0825,29.4,0.0,23.1
"Shere Bangla National Stadium, Mirpur",2023-09-23,23.8233,90.3917,28.6,9.0,11.1
Shere Bangla National Stadium,2012-03-18,23.75,90.4,25.5,,12.5
"Vidarbha Cricket Association Stadium, Jamtha",2011-02-22,18.9389,72.8258,27.4,,
North Sydney Oval,2012-12-14,-33.8283,151.2128,23.4,0.0,22.1
"Sabina Park, Kingston",2007-03-17,18.4814,-76.8008,,,
Bellerive Oval,2004-01-16,-18.9389,147.1861,,,
Kennington Oval,2010-06-30,51.48,-0.1195,21.1,0.5,14.7
Feroz Shah Kotla,2011-03-07,28.63,77.2267,20.9,,
The Cooper Associates County Ground,2019-06-17,51.0,-2.5,15.1,,20.3
Hagley Oval,2021-03-23,-43.5328,172.6389,13.5,0.5,11.8
"Wanderers Cricket Ground, Windhoek",2023-03-26,-22.5728,17.0811,23.2,0.0,9.0
"Newlands, Cape Town",2003-02-22,-33.9981,18.4755,20.9,0.0,
Shere Bangla National Stadium,2012-12-08,23.75,90.4,19.7,0.0,1.0
"Sardar Patel Stadium, Motera",2014-11-06,18.9389,72.8258,29.4,,
Reliance Stadium,2010-12-04,19.1243,72.8818,27.9,,
Seddon Park,2014-10-27,-37.6817,175.2703,,,
Sharjah Cricket Stadium,2022-03-12,25.2086,55.5296,28.0,0.0,10.9
"The Village, Malahide",2019-05-03,53.4071,-6.1826,8.1,0.0,17.6
County Ground,2018-06-12,51.4729997747,-2.58382433136,15.7,,13.6
R Premadasa Stadium,2016-08-21,6.9269,79.8612,28.6,0.0,16.5
Boland Park,2016-10-24,-26.12,28.1,22.2,0.0,3.8
Westpac Stadium,2015-01-29,-41.2885,174.7806,18.8,0.0,16.1
"Wanderers Cricket Ground, Windhoek",2022-11-25,-22.5728,17.0811,26.6,0.0,10.0
St George's Park,2013-11-27,-33.9598878271,25.6059959093,16.7,19.1,15.6
St George's Park,2009-04-13,-33.9598878271,25.6059959093,17.7,1.5,10.5
"Sir Vivian Richards Stadium, North Sound",2017-03-03,17.7411,-61.8487,,,
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),2021-09-06,23.6367,58.5731,31.3,,7.7
Hagley Oval,2015-02-21,-43.5328,172.6389,17.0,0.0,16.5
Westpac Stadium,2019-02-03,-41.2885,174.7806,17.7,0.0,11.0
SuperSport Park,2013-03-15,-25.7906,28.2286,19.0,0.8,12.8
Headingley,2016-09-01,53.8067,-1.5425,14.2,,13.6
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023-10-06,17.4361,78.5366,26.5,0.0,5.7
Kennington Oval,2005-07-12,51.48,-0.1195,19.4,0.0,12.7
"Queen's Park Oval, Port of Spain",2006-05-14,10.6936,-61.5215,28.4,0.0,11.6
"Bay Oval, Mount Maunganui",2022-03-06,-37.6833,176.1667,20.4,0.2,13.9
Barabati Stadium,2011-11-29,20.4602,85.8478,24.4,,
Westpac Stadium,2016-02-06,-41.2885,174.7806,17.0,0.0,27.1
Harare Sports Club,2021-07-16,-17.815,31.0456,14.5,,13.8
Rawalpindi Cricket Stadium,2003-09-18,33.5833,73.05,28.2,,9.0
Green Park,2015-10-11,18.5209,73.8562,24.6,,
Western Australia Cricket Association Ground,2013-02-03,-31.9286,115.8628,27.8,0.0,18.5
Sharjah Cricket Stadium,2013-11-11,25.2086,55.5296,25.2,0.0,9.1
Kennington Oval,2018-06-13,51.48,-0.1195,16.9,0.0,11.6
"Beausejour Stadium, Gros Islet",2012-03-23,14.0031,-60.9786,27.3,,25.6
"Shere Bangla National Stadium, Mirpur",2024-11-27,23.8233,90.3917,22.8,0.0,6.1
Bangabandhu National Stadium,2005-01-31,23.7513,90.3919,,,
"VRA Ground, Amstelveen",2022-06-19,52.2928,4.9175,14.8,2.2,17.7
R Premadasa Stadium,2009-08-09,6.9269,79.8612,28.6,0.0,
"Arun Jaitley Stadium, Delhi",2023-10-25,28.6112,77.2297,23.1,0.0,2.2
"Boland Park, Paarl",2022-01-19,-33.7225,18.9389,21.4,0.0,15.0
"Brisbane Cricket Ground, Woolloongabba",2015-03-01,-27.4705,153.0269,25.8,0.0,13.8
Westpac Stadium,2015-03-01,-41.2885,174.7806,20.2,0.0,30.3
Basin Reserve,2018-01-19,-41.2928,174.7792,20.3,3.8,14.7
Feroz Shah Kotla,2009-12-27,28.63,77.2267,12.6,,3.1
"Mannofield Park, Aberdeen",2022-08-17,57.1475,-2.1186,11.4,1.5,12.9
"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-12-13,30.7219,76.7372,,,
VRA Cricket Ground,2004-08-23,18.9389,72.8258,25.9,2.0,
"R.Premadasa Stadium, Khettarama",2019-07-31,6.9271,79.8612,28.9,0.3,7.2
Rawalpindi Cricket Stadium,2020-11-01,33.5833,73.05,19.6,,5.4
"R Premadasa Stadium, Colombo",2021-09-07,6.9271,79.8612,28.5,8.9,5.8
Sydney Cricket Ground,2003-01-23,-33.8688,151.2093,22.5,0.0,23.7
Kingsmead,2019-03-10,-29.8567,31.0269,22.9,6.1,11.4
"Cazaly's Stadium, Cairns",2022-09-06,-16.9261,145.7616,,,
County Ground,2017-07-09,51.4729997747,-2.58382433136,19.2,,12.3
"Rajiv Gandhi International Stadium, Uppal",2005-11-16,17.4389,78.5666,22.6,,
Rawalpindi Cricket Stadium,2003-10-12,33.5833,73.05,21.0,0.0,4.5
"Grange Cricket Club Ground, Raeburn Place",2017-06-17,55.95,-3.2075,19.7,,16.2
Senwes Park,2020-03-07,-26.7036,27.9122,,,
R Premadasa Stadium,2012-06-13,6.9269,79.8612,27.1,1.3,
"Eden Gardens, Kolkata",2023-01-12,22.5411,88.3639,18.1,0.0,5.1
Central Broward Regional Park Stadium Turf Ground,2019-09-13,26.1328,-80.2189,28.0,5.6,23.7
"Kensington Oval, Bridgetown",2007-04-19,13.1039,-59.6178,28.1,,23.9
"Sabina Park, Kingston",2007-03-15,18.4814,-76.8008,,,
Old Trafford,2005-06-25,53.4627,-2.291,14.7,,17.7
"United Cricket Club Ground, Windhoek",2024-09-18,-22.5708,17.0819,22.0,0.0,10.6
SuperSport Park,2009-09-26,-25.7906,28.2286,19.7,,10.2
National Stadium,2008-06-30,12.0554,-61.7513,27.7,,
"National Stadium, Karachi",2003-09-21,24.9067,67.0825,28.7,0.0,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2019-03-18,6.9389,81.0331,15.9,0.0,
Headingley,2008-08-22,53.8067,-1.5425,12.5,,17.9
Western Australia Cricket Association Ground,2007-01-30,-31.9286,115.8628,22.9,0.2,18.1
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013-11-12,6.9389,81.0331,16.0,31.5,
Adelaide Oval,2018-11-09,-34.9285,138.6007,16.4,0.2,11.8
Shere Bangla National Stadium,2011-04-09,23.75,90.4,,,
The Rose Bowl,2015-09-03,34.1425,-118.1097,21.4,0.0,10.1
Shere Bangla National Stadium,2015-07-12,23.75,90.4,30.1,0.0,
"Arun Jaitley Stadium, Delhi",2022-10-11,28.6112,77.2297,25.0,7.1,1.1
Melbourne Cricket Ground,2012-03-02,-37.822,144.9635,18.1,0.0,
"Seddon Park, Hamilton",2022-03-10,-37.7833,175.2786,,,
Headingley,2004-07-01,53.8067,-1.5425,12.3,,18.7
Shere Bangla National Stadium,2008-06-12,23.75,90.4,,,
Arnos Vale Ground,2004-05-15,13.1333,-61.2,,,
Sylhet International Cricket Stadium,2023-03-23,24.8847,91.8531,22.0,10.4,7.9
"Terdthai Cricket Ground, Bangkok",2023-04-23,13.7667,100.55,32.4,0.7,3.8
M Chinnaswamy Stadium,2008-11-23,12.9694,77.6044,21.3,,
Nehru Stadium,2005-11-03,18.9389,72.8258,27.3,,
Shere Bangla National Stadium,2006-12-09,23.75,90.4,21.4,0.0,
Nondescripts Cricket Club Ground,2017-02-08,18.9389,72.8258,26.1,,8.5
"Takashinga Sports Club, Highfield, Harare",2023-07-02,-17.815,31.0461,12.7,0.0,14.7
Shere Bangla National Stadium,2009-10-29,23.75,90.4,26.7,0.0,3.3
"Kensington Oval, Bridgetown",2007-04-17,13.1039,-59.6178,27.8,,19.3
Shere Bangla National Stadium,2007-05-12,23.75,90.4,,,
Hagley Oval,2021-02-23,-43.5328,172.6389,21.5,0.0,12.8
Saxton Oval,2015-02-19,18.5569,73.8287,23.8,,
University Oval,2021-02-28,-18.1439,178.4358,24.9,38.7,6.3
Melbourne Cricket Ground,2003-01-21,-37.822,144.9635,18.1,0.0,
"Goodyear Park, Bloemfontein",2003-02-22,-29.1167,26.2167,22.6,0.0,
"Wanderers Cricket Ground, Windhoek",2022-11-20,-22.5728,17.0811,25.4,0.3,11.8
Harare Sports Club,2023-12-15,-17.815,31.0456,22.4,1.3,13.1
Gymkhana Club Ground,2009-01-31,18.9389,72.8258,26.1,,
R.Premadasa Stadium,2004-07-21,6.9279,79.8611,,,
Zahur Ahmed Chowdhury Stadium,2014-11-21,22.3911,91.8161,24.7,0.0,
"Kensington Oval, Barbados",2020-01-07,13.1018,-59.6168,27.0,,25.1
"Warner Park, Basseterre",2007-03-24,17.3589,-62.7828,,,
"Sir Vivian Richards Stadium, North Sound",2010-05-24,17.7411,-61.8487,,,
Trent Bridge,2016-08-30,52.9444,-1.1447,18.2,,13.9
Harare Sports Club,2008-11-30,-17.815,31.0456,25.3,,
Pallekele International Cricket Stadium,2023-09-02,7.4833,80.65,25.6,0.8,19.9
Hagley Oval,2014-01-30,-43.5328,172.6389,16.3,0.0,21.8
Adelaide Oval,2010-02-09,-34.9285,138.6007,30.8,0.0,20.2
"Vidarbha Cricket Association Stadium, Jamtha",2018-04-09,18.9389,72.8258,30.1,,10.2
Harare Sports Club,2010-06-05,-17.815,31.0456,13.9,,
Bulawayo Athletic Club,2023-06-19,-20.1507,28.5749,17.5,,8.5
Kennington Oval,2013-06-19,51.48,-0.1195,20.1,0.0,8.5
"Grand Prairie Stadium, Dallas",2024-11-04,32.6667,-96.9928,21.6,43.2,16.8
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-10-29,17.6869,83.2119,28.7,0.0,8.6
"Coolidge Cricket Ground, Antigua",2021-09-07,17.7136,-61.7936,,,
"Tribhuvan University International Cricket Ground, Kirtipur",2023-05-01,27.6983,85.3109,16.1,5.8,4.7
Sharjah Cricket Stadium,2017-10-20,25.2086,55.5296,29.4,0.0,8.9
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-22,17.75,-61.8,,,
Edgbaston,2017-06-10,52.4828,-1.8998,16.0,,16.6
"Hazelaarweg, Rotterdam",2024-08-17,51.9287,4.4867,18.9,0.0,6.2
Western Australia Cricket Association Ground,2010-01-31,-31.9286,115.8628,23.6,0.0,21.2
Hurstville Oval,2014-11-11,-33.9622,151.0998,18.3,0.0,18.9
Kingsmead,2006-11-22,-29.8567,31.0269,23.4,0.0,11.6
Sharjah Cricket Association Stadium,2003-04-05,25.2086,55.3645,26.4,,10.8
Gaddafi Stadium,2008-04-08,31.5299,74.344,26.3,0.0,7.1
Eden Park,2016-02-03,-36.8427,174.766,21.9,0.0,15.6
Harare Sports Club,2018-03-19,-17.815,31.0456,21.6,,
"Amini Park, Port Moresby",2022-09-15,-9.4333,147.1667,28.3,2.4,13.1
Central Broward Regional Park Stadium Turf Ground,2019-09-17,26.1328,-80.2189,28.9,0.0,10.4
Harare Sports Club,2023-01-18,-17.815,31.0456,20.3,3.3,15.0
Eden Gardens,2014-11-13,22.5411,88.3628,24.9,,3.5
R Premadasa Stadium,2009-09-12,6.9269,79.8612,28.1,0.0,
ICC Academy,2018-01-11,18.9389,72.8258,27.9,,7.3
"Punjab Cricket Association Stadium, Mohali",2011-03-30,30.7348,76.7361,,,
"Beausejour Stadium, Gros Islet",2013-07-21,14.0031,-60.9786,28.6,,26.6
The Rose Bowl,2019-06-10,34.1425,-118.1097,28.1,0.0,6.1
R Premadasa Stadium,2009-02-05,6.9269,79.8612,,,
"MA Chidambaram Stadium, Chepauk",2011-02-20,13.0484,80.2116,27.5,,
Eden Park,2005-02-26,-36.8427,174.766,20.4,0.0,11.6
R Premadasa Stadium,2011-03-03,6.9269,79.8612,27.1,0.0,
"SuperSport Park, Centurion",2022-03-18,-25.7906,28.2328,17.9,0.0,9.6
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2014-08-23,6.9389,81.0331,15.2,13.0,
Queens Sports Club,2007-12-07,-20.1692,28.5869,,,
"Civil Service Cricket Club, Stormont",2010-07-16,54.6028,-5.9337,13.3,29.2,19.1
Sharjah Cricket Stadium,2022-03-11,25.2086,55.5296,28.3,0.0,11.2
"Beausejour Stadium, Gros Islet",2007-03-16,14.0031,-60.9786,,,
M Chinnaswamy Stadium,2011-03-02,12.9694,77.6044,23.6,,11.3
Newlands,2008-01-25,-33.9969,18.4716,22.6,,21.5
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2023-06-26,14.0028,-60.9819,28.1,3.1,18.5
Riverside Ground,2019-07-03,18.52,73.8564,24.9,2.0,
Bert Sutcliffe Oval,2016-11-11,-18.1422,145.7717,,0.0,
